,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales
1657,Tokyo Ghoul: Jail,PSV,2015,Racing,Namco Bandai Games,0,0,0.05,0
1658,NBA Live 09,X360,2008,Sports,Electronic Arts,0.5,0.14,0,0.07
1659,Pro Pinball: Big Race USA,PS,1999,Simulation,Take-Two Interactive,0.37,0.25,0,0.04
1660,NBA 10: The Inside,PSP,2009,Sports,Sony Computer Entertainment,0.07,0,0,0.01
1661,Driver,PS,1999,Action,GT Interactive,3.11,2.8,0.02,0.33
1662,FIFA Street 3,X360,2008,Sports,Electronic Arts,0.12,0.14,0,0.03
1663,NBA 08,PS3,2007,Sports,Sony Computer Entertainment,0.12,0,0,0.01
1664,The Smurfs 2,WiiU,2013,Platform,Ubisoft,0.04,0.04,0,0.01
1665,Samurai Warriors 2,X360,2006,Action,Tecmo Koei,0.07,0.01,0,0.01
1666,The Mysterious Murasame Castle,NES,1986,Action,Nintendo,0,0,0.57,0
1667,Chibi-Robo! Plug into Adventure!,GC,2005,Adventure,Nintendo,0.23,0.06,0.09,0.01
1668,Kyokugen Dasshutsu ADV: Zennin Shiboudesu,PSV,2012,Adventure,ChunSoft,0,0,0.03,0
1669,Major League Baseball 2K9,PS2,2009,Sports,Spike,0.08,0.06,0,0.02
1670,Monopoly,X360,2008,Misc,Electronic Arts,0.34,0.2,0,0.06
1671,Mortal Kombat vs. DC Universe,X360,2008,Fighting,Midway Games,1.53,0.24,0,0.16
1672,J-League Pro Soccer Club o Tsukurou '04,PS2,2004,Sports,Sega,0,0,0.36,0
1673,We Dance,Wii,2011,Misc,Nordic Games,0,0.17,0,0.02
1674,Hidden Mysteries: Vampire Secrets,DS,2010,Adventure,Astragon,0.06,0.11,0,0.02
1675,Hunter: The Reckoning  Wayward,PS2,2003,Action,Interplay,0.21,0.16,0,0.06
1676,Shin Sangoku Musou Online: Kamishou Ranbu,PS3,2010,Action,Tecmo Koei,0,0,0.03,0
1677,Higurashi no Naku Koro ni Iki,PS3,2015,Action,Kaga Create,0,0,0.01,0
1678,Kazoku Keikaku,PSP,2010,Adventure,CyberFront,0,0,0.02,0
1679,Animaniacs: The Great Edgar Hunt,GC,2005,Platform,Ignition Entertainment,0.02,0.01,0,0
1680,Kung Fu Panda 2,Wii,2011,Action,THQ,0.08,0.05,0,0.01
1681,NBA 2K13,PC,2012,Sports,Take-Two Interactive,0,0.02,0,0
1682,The King of Fighters XIV,PS4,2016,Fighting,Deep Silver,0.04,0.01,0.03,0.01
1683,Defender II,2600,1987,Shooter,Atari,0.42,0.02,0,0
1684,Batman: Rise of Sin Tzu,PS2,2003,Action,Ubisoft,0.17,0.13,0,0.05
1685,Nicktoons Collection: Game Boy Advance Video Volume 2,GBA,2004,Misc,Majesco Entertainment,0.16,0.06,0,0
1686,Sega Touring Car Championship,SAT,1996,Racing,Sega,0,0,0.11,0
1687,Final Fantasy Crystal Chronicles: Echoes of Time,Wii,2009,Role-Playing,Square Enix,0.13,0.06,0.05,0.02
1688,Juiced 2: Hot Import Nights,X360,2007,Racing,THQ,0.22,0.34,0,0.07
1689,Shin Hayarigami,PS3,2014,Adventure,Nippon Ichi Software,0,0,0.04,0
1690,Wand of Fortune 2 FD: Kimi ni Sasageru Epilogue,PSP,2012,Adventure,Idea Factory,0,0,0.03,0
1691,MLB 16: The Show,PS4,2016,Action,Sony Computer Entertainment,0.68,0,0,0.16
1692,Agarest Senki: Re-appearance,PS3,2008,Role-Playing,Idea Factory,0,0,0.01,0
1693,Mace Griffin: Bounty Hunter,XB,2003,Shooter,Electronic Arts,0.08,0.02,0,0
1694,Growlanser Generations,PS2,2003,Role-Playing,Atlus,0.06,0.04,0,0.01
1695,Minna no Ennichi,3DS,2012,Action,Namco Bandai Games,0,0,0.05,0
1696,Savage Skies,PS2,2002,Shooter,Big Ben Interactive,0.04,0.03,0,0.01
1697,Mary King's Riding School,DS,2008,Simulation,Ghostlight,0,0.02,0,0
1698,Mind Quiz,PSP,2006,Action,Ubisoft,0.08,0.01,0,0.01
1699,The Conveni 4,PS2,2006,Simulation,Hamster Corporation,0,0,0.02,0
1700,Disney's Magical Quest 2 Starring Mickey and Minnie,GBA,2003,Action,Capcom,0.05,0.02,0,0
1701,Hakuouki: Zuisouroku Portable,PSP,2010,Adventure,Idea Factory,0,0,0.09,0
1702,Suzumiya Haruhi no Heiretsu,Wii,2009,Adventure,Sega,0,0,0.02,0
1703,Summon Night 3,PSP,2012,Role-Playing,Namco Bandai Games,0,0,0.12,0
1704,Pokemon FireRed/Pokemon LeafGreen,GBA,2004,Role-Playing,Nintendo,4.34,2.65,3.15,0.35
1705,Pokemon Rumble Blast,3DS,2011,Action,Nintendo,0.47,0.26,0.35,0.07
1706,Space Battleship Yamato: Harukanaru Hoshi Iscandar,PS,1999,Strategy,Namco Bandai Games,0,0,0.16,0.01
1707,Itoi Shigesato no Bass Tsuri No. 1 Ketteihan!,N64,2000,Sports,Nintendo,0,0,0.07,0
1708,Living Legends: Frozen Beauty,PC,2014,Action,Big Fish Games,0,0.03,0,0
1709,The Outfit,X360,2006,Action,THQ,0.21,0.02,0,0.02
1710,Rumble Roses XX,X360,2006,Fighting,Konami Digital Entertainment,0.07,0.01,0.04,0.01
1711,Van Helsing,PS2,2004,Action,Activision,0.22,0.17,0,0.06
1712,Gochuumon wa Usagi Desu ka?? Wonderful Party!,PSV,2016,Adventure,5pb,0,0,0.02,0
1713,Mountain Sports,Wii,2009,Sports,Activision,0.11,0,0,0.01
1714,Just Dance 2015,WiiU,2014,Misc,Ubisoft,0.4,0.28,0,0.07
1715,Sekirei: Mirai Kara no Okurimono,PS2,2009,Adventure,Alchemist,0,0,0.01,0
1716,Final Fantasy III,NES,1990,Role-Playing,SquareSoft,0,0,1.39,0.01
1717,MotoGP 15,XOne,2015,Racing,Milestone S.r.l.,0,0.03,0,0
1718,Tiny Toon Adventures: Wacky Stackers,GBA,2001,Puzzle,Conspiracy Entertainment,0.01,0,0,0
1719,Saban's Power Rangers: Lightspeed Rescue,PS,2000,Action,THQ,0.19,0.13,0,0.02
1720,Sonic Mega Collection Plus,XB,2004,Misc,Sega,0.61,0.26,0,0.04
1721,BioShock Infinite,PC,2013,Shooter,Take-Two Interactive,0.28,0.3,0,0.08
1722,Medal of Honor: European Assault (weekly JP sales),PS2,2005,Shooter,Electronic Arts,0,0,0.05,0
1723,Cabela's African Safari,PSP,2006,Sports,Activision Value,0.04,0,0,0
1724,Cabela's Adventure Camp,X360,2011,Misc,Activision,0.07,0.02,0,0.01
1725,Ray Gigant,PSV,2015,Role-Playing,Namco Bandai Games,0,0,0.04,0
1726,Taiko no Tatsujin Wii: Ketteiban,Wii,2011,Misc,Namco Bandai Games,0,0,0.39,0
1727,Sid Meier's Civilization Revolution,X360,2008,Strategy,Take-Two Interactive,0.58,0.17,0,0.07
1728,Sega Superstars Tennis,DS,2008,Sports,Sega,0.29,0.37,0,0.08
1729,My Amusement Park,DS,2010,Misc,Scholastic Inc.,0.06,0,0,0
1730,Trace Memory,DS,2005,Adventure,Nintendo,0.15,0.01,0.12,0.01
1731,Devil Survivor: Over Clock,3DS,2015,Strategy,Atlus,0,0,0.02,0
1732,Trivial Pursuit,PS2,2009,Misc,Electronic Arts,0.09,0.01,0,0.17
1733,Tiny Toon Adventures: Toonenstein - Dare to Scare,PS,1998,Action,Swing! Entertainment,0.03,0.02,0,0
1734,Top Spin 4,Wii,2011,Sports,Take-Two Interactive,0.05,0.09,0,0.02
1735,Soukoku no Kusabi: Hiiro no Kakera 3 - Ashita e no Tobira,PSP,2012,Action,Idea Factory,0,0,0.02,0
1736,Mortimer Beckett and the Secrets of Spooky Manor,Wii,2008,Puzzle,Avanquest,0.04,0,0,0
1737,Monster Trucks DS,DS,2005,Racing,Majesco Entertainment,0.07,0,0,0.01
1738,Monster Hunter Freedom 3,PSP,2010,Role-Playing,Capcom,0,0,4.87,0
1739,Airblade,PS2,2001,Sports,Sony Computer Entertainment,0.11,0.09,0,0.03
1740,Legend of the Guardians: The Owls of Ga'Hoole,PS3,2010,Action,Warner Bros. Interactive Entertainment,0.06,0.01,0,0.01
1741,Cartoon Network: Punch Time Explosion,3DS,2011,Fighting,Deep Silver,0.07,0.02,0,0.01
1742,Heathcliff! Frantic Foto,DS,2010,Misc,Storm City Games,0.04,0,0,0
1743,Rock Band 2,X360,2008,Misc,Electronic Arts,1.78,0.24,0,0.18
1744,Kamen Rider: Dragon Knight,DS,2009,Fighting,D3Publisher,0.05,0,0,0
1745,Flushed Away,GC,2006,Platform,D3Publisher,0.12,0.03,0,0
1746,TalkMan (Japan),PSP,2005,Misc,Sony Computer Entertainment,0,0,0.18,0
1747,Need for Speed (2015),XOne,2015,Racing,Electronic Arts,0.3,0.33,0,0.06
1748,Vexx,XB,2003,Platform,Acclaim Entertainment,0.08,0.02,0,0
1749,NASCAR Thunder 2003,XB,2002,Racing,Electronic Arts,0.2,0.06,0,0.01
1750,Monster House,PS2,2006,Adventure,THQ,0.07,0.05,0,0.02
1751,Driven,PS2,2001,Racing,BAM! Entertainment,0.08,0.06,0,0.02
1752,Eragon,PSP,2006,Action,Vivendi Games,0.1,0,0,0.01
1753,Suzumiya Haruhi no Tsuisou,PS3,2011,Adventure,Namco Bandai Games,0,0,0.03,0
1754,Naxat Soft Reachmania Vol. 1: CR Galaxy Angel,PS2,2008,Misc,Naxat Soft,0,0,0.01,0
1755,Metroid II: Return of Samus,GB,1991,Adventure,Nintendo,0.85,0.31,0.56,0.04
1756,Magician's Quest: Mysterious Times,DS,2008,Role-Playing,Konami Digital Entertainment,0.04,0.01,0.48,0
1757,Pro Evolution Soccer 2012,Wii,2011,Action,Konami Digital Entertainment,0.08,0.08,0.03,0.02
1758,Hydro Thunder,PS,1999,Racing,Midway Games,0.26,0.17,0,0.03
1759,Majin Tensei,SNES,1994,Role-Playing,Atlus,0,0,0.08,0
1760,Final Fantasy X,PS2,2001,Role-Playing,Sony Computer Entertainment,2.91,2.07,2.73,0.33
1761,Pe-Jongju to Manabu Kankokugo DS: Test-Hen,DS,2010,Misc,D3Publisher,0,0,0.02,0
1762,Hot Shots Tennis: Get a Grip,PSP,2010,Sports,Sony Computer Entertainment,0.06,0,0.13,0.01
1763,Monster High: Ghoul Spirit,DS,2011,Misc,THQ,0.72,0.17,0,0.07
1764,Kirby's Block Ball,GB,1995,Puzzle,Nintendo,0,0,0.32,0
1765,Daito Giken Koushiki Pachi-Slot Simulator Hihouden: Taiyou o Motomeru Monotachi,PS3,2013,Misc,Paon Corporation,0,0,0.03,0
1766,Monster Hunter Frontier Online,PS3,2007,Role-Playing,Capcom,0,0,0.05,0
1767,Urban Chaos: Riot Response,XB,2006,Shooter,Eidos Interactive,0.01,0,0,0
1768,Silent Scope,GBA,2002,Shooter,Konami Digital Entertainment,0.02,0.01,0,0
1769,Hero Bank 2,3DS,2014,Role-Playing,Sega,0,0,0.05,0
1770,Harvest Moon: Save the Homeland,PS2,2001,Simulation,Sony Computer Entertainment,0.19,0.15,0,0.05
1771,Rugby 15,PS4,2015,Sports,Bigben Interactive,0.03,0.06,0,0.02
1772,Octomania,Wii,2007,Puzzle,Midas Interactive Entertainment,0.06,0,0,0
1773,GT64 Championship Edition,N64,1998,Racing,Ocean,0.08,0.02,0,0
1774,After Hours Athletes,PS3,2011,Sports,Sony Computer Entertainment,0,0.1,0,0.03
1775,G Darius,PS,1997,Shooter,THQ,0.04,0.03,0,0
1776,Zoop,PS,1995,Puzzle,MediaQuest,0.03,0.02,0,0
1777,FIFA Soccer 10,DS,2009,Sports,Electronic Arts,0.14,0.37,0,0.07
1778,Great Phoenix Wright: Ace Attorney - Naruhodou Ryuunosuke no Bouken,3DS,2015,Action,Capcom,0,0,0.19,0
1779,BIT.TRIP COMPLETE,Wii,2011,Misc,Rising Star Games,0.06,0.02,0,0.01
1780,Bayonetta 2,WiiU,2014,Action,Nintendo,0.34,0.28,0.1,0.3
1781,Heart no Kuni no Alice,PSP,2009,Adventure,Prototype,0,0,0.01,0
1782,Zathura,XB,2005,Adventure,Take-Two Interactive,0.02,0,0,0
1783,Infinite Stratos 2: Ignition Hearts,PS3,2014,Adventure,5pb,0,0,0.03,0
1784,NHL Blades of Steel 2000,PS,1999,Sports,Konami Digital Entertainment,0.02,0.01,0,0
1785,Fighting Force 2,PS,1999,Action,Eidos Interactive,0.31,0.21,0,0.04
1786,Tomb Raider: Underworld,PC,2008,Action,Eidos Interactive,0,0.06,0,0.02
1787,NHL Hitz Pro,GC,2003,Sports,Midway Games,0.03,0.01,0,0
1788,Assassin's Creed III: Liberation,PSV,2012,Action,Ubisoft,0.58,0.55,0.06,0.28
1789,Neo Atlas,PS,1998,Strategy,ArtDink,0,0,0.09,0.01
1790,NFL GameDay 2002,PS,2001,Sports,Sony Computer Entertainment,0.23,0.15,0,0.03
1791,Ninja Blade,X360,2009,Action,Microsoft Game Studios,0.14,0.14,0.02,0.03
1792,Fairy Tail: Portable Guild 2,PSP,2011,Fighting,Konami Digital Entertainment,0,0,0.08,0
1793,Ape Escape,PS,1999,Platform,Sony Computer Entertainment,0.71,0.48,0.32,0.11
1794,Hatsune Miku: Project Mirai 2,3DS,2013,Action,Sega,0,0,0.22,0
1795,Pro Yakyuu Famista DS 2010,DS,2010,Sports,Namco Bandai Games,0,0,0.08,0
1796,Medal of Honor Heroes,PSP,2006,Shooter,Electronic Arts,0.86,1.11,0.01,0.66
1797,Detana TwinBee Yahho! Deluxe Pack,PS,1995,Shooter,Konami Digital Entertainment,0,0,0.08,0.01
1798,Angelique Retour,PSV,2015,Action,Tecmo Koei,0,0,0.02,0
1799,Ferrari Challenge Trofeo Pirelli Deluxe,Wii,2009,Racing,System 3 Arcade Software,0,0.02,0,0
1800,Puyo Puyo Tetris,PSV,2014,Puzzle,Sega,0,0,0.05,0
1801,MotorStorm RC,PSV,2012,Racing,Sony Computer Entertainment,0,0.05,0,0.02
1802,Amnesia Later,PSP,2012,Misc,Idea Factory,0,0,0.05,0
1803,Garfield: Lasagna World Tour,PS2,2007,Action,Blast! Entertainment Ltd,0.08,0.06,0,0.02
1804,Call of Duty 2,PC,2005,Shooter,Activision,0,0.05,0,0.01
1805,Kawasaki Quad Bikes,Wii,2007,Racing,Data Design Interactive,0.07,0.01,0,0.01
1806,Pokemon Mystery Dungeon: Explorers of Sky,DS,2009,Role-Playing,Nintendo,0.58,0.44,0.44,0.12
1807,Jeopardy!,PS,1997,Misc,Hasbro Interactive,0.39,0.27,0,0.05
1808,The Fairly Odd Parents: Breakin Da Rules,PS2,2003,Platform,THQ,0.33,0.25,0,0.09
1809,MapleStory DS,DS,2010,Role-Playing,Nexon,0,0,0.03,0
1810,A.C.E.: Another Century's Episode Portable,PSP,2011,Simulation,Namco Bandai Games,0,0,0.12,0
1811,X-Men Legends,PS2,2004,Role-Playing,Activision,1,0.72,0,0.21
1812,Danganronpa: Trigger Happy Havoc,PSV,2013,Misc,Nippon Ichi Software,0.14,0.07,0.15,0.06
1813,XGRA: Extreme G-Racing Association,PS2,2004,Racing,Eidos Interactive,0.3,0.24,0,0.08
1814,Soccer Tsuku: Pro Soccer Club o Tsukurou!,PSV,2013,Sports,Sega,0,0,0.07,0
1815,MediEvil,PS,1998,Platform,Sony Computer Entertainment,0.46,0.31,0,0.05
1816,Angry Birds: Rio,PC,2011,Puzzle,Focus Home Interactive,0,0.07,0,0.02
1817,Family Feud: 2012 Edition,X360,2011,Misc,Ubisoft,0.1,0,0,0.01
1818,Dai-2-Ji Super Robot Taisen Z: Hakai-hen,PSP,2011,Strategy,Banpresto,0,0,0.42,0
1819,Burger Island,DS,2008,Action,Destineer,0.15,0,0,0.01
1820,Super Monkey Ball Deluxe,XB,2005,Misc,Sega,0.11,0.03,0,0.01
1821,50 Classic Games,DS,2009,Misc,Destineer,0.52,0,0,0.04
1822,Sengoku Basara: Samurai Heroes,PS3,2010,Action,Capcom,0.17,0.04,0.4,0.03
1823,Wantame Music Channel: Doko Demo Style,DS,2007,Misc,Capcom,0,0,0.13,0
1824,Dead or Alive 2,PS2,2000,Fighting,Tecmo Koei,0.3,0.24,0.38,0.08
1825,Dynasty Warriors: Strikeforce,X360,2009,Action,Tecmo Koei,0.13,0.06,0.02,0.02
1826,NFL Blitz 20-03,XB,2002,Sports,Midway Games,0.11,0.03,0,0.01
1827,R-Type Final,PS2,2003,Shooter,Metro 3D,0.09,0.07,0,0.02
1828,Need for Speed: ProStreet,PSP,2008,Racing,Electronic Arts,0.24,0.33,0.01,0.2
1829,Advance Wars 2: Black Hole Rising,GBA,2003,Strategy,Nintendo,0.47,0.17,0,0.01
1830,Still Life,XB,2005,Adventure,Microids,0.05,0.02,0,0
1831,Gradius,NES,1986,Shooter,Konami Digital Entertainment,0.27,0.08,1,0.01
1832,Naruto: Ninja Council 2 European Version,DS,2005,Fighting,Tomy Corporation,0,0,0.23,0
1833,Red Faction: Armageddon,PS3,2011,Shooter,THQ,0.2,0.16,0.03,0.07
1834,Vegas Casino,DS,2007,Misc,Neko Entertainment,0.03,0,0,0
1835,"Tennis no Oji-Sama: Doubles no Oji-Sama - Boys, Be Glorious!",DS,2009,Sports,Konami Digital Entertainment,0,0,0.01,0
1836,George of the Jungle and the Search for the Secret,Wii,2008,Platform,Ignition Entertainment,0.02,0,0,0
1837,Fate/Tiger Colosseum Upper,PSP,2008,Fighting,Capcom,0,0,0.06,0
1838,Backyard NFL Football '08,PS2,2007,Sports,Atari,0.03,0.02,0,0.01
1839,Nicktoons Collection: Game Boy Advance Video Volume 1,GBA,2004,Misc,Majesco Entertainment,0.46,0.17,0,0.01
1840,Band Hero,X360,2009,Misc,Activision,0.51,0.22,0,0.07
1841,Black,PS2,2006,Shooter,Electronic Arts,1.01,0.04,0.03,0.16
1842,The Legend of Zelda: Ocarina of Time,N64,1998,Action,Nintendo,4.1,1.89,1.45,0.16
1843,Conflict Zone,PS2,2002,Strategy,Ubisoft,0.1,0.08,0,0.03
1844,Rock Band Track Pack Volume 1,PS2,2008,Misc,MTV Games,0.06,0.05,0,0.02
1845,Naruto Shippuden: Ultimate Ninja Storm 2,PS3,2010,Fighting,Namco Bandai Games,0.42,0.47,0.15,0.18
1846,Dora The Explorer: Dora Saves the Snow Princess,Wii,2008,Platform,Take-Two Interactive,0.5,0.03,0,0.04
1847,Mario Party 3,N64,2000,Misc,Nintendo,0.72,0.16,1.01,0.02
1848,Rockstar Games presents Table Tennis,Wii,2007,Sports,Take-Two Interactive,0.39,0.73,0,0.15
1849,Pokemon X/Pokemon Y,3DS,2013,Misc,Nintendo,5.17,4.05,4.34,0.79
1850,Jewel Quest IV: Heritage,DS,2011,Puzzle,iWin,0,0.05,0,0.01
1851,Madden NFL 06,PSP,2005,Sports,Electronic Arts,0.69,0,0,0.06
1852,Prison Architect,PS4,2016,Action,Introversion Software,0.01,0.01,0,0
1853,FIFA 12,3DS,2011,Sports,Electronic Arts,0.08,0.26,0,0.05
1854,Jikkyou Powerful Pro Yakyuu 2013,PSP,2013,Sports,Konami Digital Entertainment,0,0,0.17,0
1855,Moxie Girlz,DS,2011,Misc,GameMill Entertainment,0.07,0,0,0
1856,Go Diego Go! Great Dinosaur Rescue,Wii,2008,Action,Take-Two Interactive,0.53,0.02,0,0.04
1857,Legendary,PC,2008,Shooter,Atari,0,0.01,0,0
1858,Eureka Seven Vol. 2: The New Vision,PS2,2006,Shooter,Namco Bandai Games,0,0,0.02,0
1859,EA Sports Active: More Workouts,Wii,2009,Sports,Electronic Arts,0.78,0.28,0,0.1
1860,Mat Hoffman's Pro BMX,PS,2001,Sports,Activision,0.3,0.2,0,0.04
1861,Tennis no Oji-Sama: Aim at The Victory!,GBA,2002,Sports,Konami Digital Entertainment,0,0,0.14,0
1862,Suikoden V,PS2,2006,Role-Playing,Konami Digital Entertainment,0.08,0.06,0.19,0.02
1863,IHRA Professional Drag Racing 2005,XB,2004,Racing,Bethesda Softworks,0.04,0.01,0,0
1864,Fracture,X360,2008,Shooter,LucasArts,0.15,0.14,0,0.04
1865,King's Field: The Ancient City,PS2,2001,Role-Playing,Metro 3D,0.05,0.04,0,0.01
1866,NCAA GameBreaker 2001,PS,2000,Sports,Sony Computer Entertainment,0.18,0.12,0,0.02
1867,Castlevania Double Pack,GBA,2006,Platform,Konami Digital Entertainment,0.07,0.03,0,0
1868,Open Season,X360,2006,Platform,Ubisoft,0.1,0,0,0.01
1869,Star Wars: Flight of the Falcon,GBA,2003,Action,THQ,0.25,0.09,0,0.01
1870,Wacky Races: Crash & Dash,DS,2008,Racing,Eidos Interactive,0.19,0,0,0.01
1871,Beastly Frantic Foto,DS,2011,Puzzle,Storm City Games,0.04,0,0,0
1872,System 3 presents Ferrari Challenge Trofeo Pirelli,DS,2008,Racing,System 3 Arcade Software,0.03,0.01,0,0
1873,The Sims 2: Apartment Life,PC,2008,Simulation,Electronic Arts,0,0.07,0,0.02
1874,T.A.C. Heroes : Big Red One,DS,2010,Strategy,Storm City Games,0.02,0,0,0
1875,Gungrave: Overdose,PS2,2004,Shooter,Play It,0.07,0.05,0,0.02
1876,Lode Runner,NES,1984,Puzzle,Hudson Soft,0,0,1.1,0
1877,Crash Bandicoot: The Wrath of Cortex,XB,2002,Platform,Universal Interactive,0.59,0.57,0,0.07
1878,Krazy Ivan,PS,1995,Simulation,Psygnosis,0.04,0.03,0,0
1879,Megpoid the Music#,PSP,2013,Misc,Asgard,0,0,0.03,0
1880,Nickelodeon Dance,Wii,2011,Misc,Take-Two Interactive,0.23,0.01,0,0.02
1881,Star Wars: Bounty Hunter,PS2,2002,Shooter,LucasArts,0.53,0.42,0,0.14
1882,Headhunter,PS2,2002,Action,Sega,0.19,0.15,0,0.05
1883,Grand Theft Auto V,PS4,2014,Action,Take-Two Interactive,3.8,5.81,0.36,2.02
1884,Dynasty Warriors: Gundam 3,PS3,2010,Action,Tecmo Koei,0.11,0.05,0.36,0.02
1885,Kuryuu Youma Gakuenki Recharge,PS2,2006,Adventure,Atlus,0,0,0.03,0
1886,Chili Con Carnage,PSP,2007,Shooter,Eidos Interactive,0,0.02,0,0.01
1887,LEGO Indiana Jones: The Original Adventures,PS3,2008,Action,Activision,0.44,0.44,0,0.18
1888,Jam With the Band,DS,2008,Misc,Nintendo,0,0,0.51,0
1889,FIFA Soccer 96,PS,1995,Sports,Electronic Arts,0.09,0.06,0,0.01
1890,Zetta Hero Project: Unlosing Ranger vs. Darkdeath Evilman,PSP,2010,Role-Playing,Nippon Ichi Software,0.07,0,0.06,0.01
1891,The Lord of the Rings: The Two Towers,GBA,2002,Action,Electronic Arts,0.53,0.2,0,0.01
1892,Kingdom Hearts 3D: Dream Drop Distance,3DS,2012,Action,Square Enix,0.88,0.26,0.34,0.09
1893,Metal Gear Solid: The Twin Snakes,GC,2004,Action,Konami Digital Entertainment,0.3,0.08,0.07,0.01
1894,Tom Clancy's Splinter Cell: Blacklist,WiiU,2013,Action,Ubisoft,0.05,0.07,0,0.01
1895,Inkheart,DS,2009,Adventure,DreamCatcher Interactive,0.02,0,0,0
1896,MotoGP 09/10,PS3,2010,Racing,Capcom,0.05,0.13,0,0.04
1897,Star Wars: Clone Wars,PS2,2002,Shooter,LucasArts,0.24,0.19,0,0.06
1898,Project Setsuna,PS4,2016,Role-Playing,Square Enix,0,0,0.06,0
1899,Pure Futbol,PS3,2010,Sports,Ubisoft,0.06,0.13,0,0.05
1900,Final Fantasy XI,PS2,2002,Role-Playing,Square Enix,0.08,0.06,0.15,0.02
1901,Aero Elite: Combat Academy,PS2,2002,Simulation,Sega,0.04,0.03,0,0.01
1902,Luigi's Mansion: Dark Moon,3DS,2013,Action,Nintendo,1.78,1.39,1.1,0.3
1903,Kingdom Hearts II,PS2,2005,Role-Playing,Square Enix,2.2,0.58,1.38,0.17
1904,Beowulf: The Game,PSP,2007,Action,Ubisoft,0.08,0,0,0.01
1905,Naruto: Clash of Ninja Revolution 2,Wii,2008,Fighting,Tomy Corporation,0.34,0.02,0,0.03
1906,Entaku no Seito: The Eternal Legend,PSP,2012,Role-Playing,Kadokawa Games,0,0,0.02,0
1907,Aibou DS,DS,2009,Adventure,Tecmo Koei,0,0,0.08,0
1908,GoldenEye 007 (2010),Wii,2010,Action,Activision,0.85,0.71,0.13,0.16
1909,XIII,PS2,2003,Shooter,Ubisoft,0.28,0.22,0,0.07
1910,Galaxy Angel II: Zettairyouiki no Tobira,PS2,2006,Strategy,Broccoli,0,0,0.03,0
1911,Scene It? Box Office Smash,X360,2008,Misc,Microsoft Game Studios,0.33,0.25,0,0.07
1912,Syphon Filter 2,PS,2000,Shooter,Sony Computer Entertainment,1.5,0.55,0.02,0.08
1913,Fortress,GBA,2001,Action,Majesco Entertainment,0.23,0.08,0,0.01
1914,NASCAR Racing,PS,1996,Racing,Pioneer LDC,0.23,0.16,0,0.03
1915,Batman Forever: The Arcade Game,PS,1996,Action,Acclaim Entertainment,0.02,0.01,0,0
1916,Moto Racer DS,DS,2008,Racing,Nobilis,0,0.02,0,0
1917,Katekyoo Hitman Reborn! DS: Mafia Daishuugou Bongole Festival,DS,2008,Action,Takara Tomy,0,0,0.02,0
1918,Greg Hastings Paintball 2,PS3,2010,Shooter,Majesco Entertainment,0.03,0,0,0
1919,Eternal Poison (JP sales),PS2,2008,Role-Playing,Banpresto,0,0,0.13,0
1920,NHL 13,X360,2012,Sports,Electronic Arts,0.51,0.11,0,0.05
1921,Front Line,2600,1981,Action,Taito,0.22,0.01,0,0
1922,NHL 98,PS,1997,Sports,Electronic Arts,0.51,0.35,0,0.06
1923,Harvey Birdman: Attorney at Law,PS2,2008,Adventure,Capcom,0.06,0.04,0,0.01
1924,The Golden Compass,Wii,2007,Action,Sega,0.26,0.28,0,0.07
1925,Dave Mirra Freestyle BMX 2,GC,2001,Sports,Acclaim Entertainment,0.21,0.06,0,0.01
1926,Naruto: Ultimate Ninja 3 (JP sales),PS2,2005,Fighting,Atari,0,0,0.36,0
1927,Top Gear Hyper-Bike,N64,1999,Racing,Kemco,0.05,0.01,0,0
1928,Shadowrun,X360,2007,Role-Playing,Microsoft Game Studios,0.41,0.02,0,0.04
1929,Qubed,X360,2009,Puzzle,Atari,0.07,0,0,0.01
1930,Shorts,DS,2009,Platform,Majesco Entertainment,0.01,0,0,0
1931,The Legend of Heroes: Trails in the Sky SC Evolution,PSV,2015,Role-Playing,Kadokawa Games,0,0,0.03,0
1932,Super Dragon Ball Z,PS2,2006,Fighting,Atari,0.09,0.07,0.19,0.02
1933,Front Mission Evolved,PC,2010,Shooter,Square Enix,0.05,0,0,0
1934,J-League Pro Soccer Club wo Tsukurou! 2,SAT,1997,Sports,Sega,0,0,0.49,0
1935,Neo Angelique Special,PSP,2008,Adventure,Tecmo Koei,0,0,0.01,0
1936,Bookworm,DS,2009,Puzzle,PopCap Games,0.31,0.01,0,0.02
1937,Bomberman: Act Zero,X360,2006,Puzzle,Konami Digital Entertainment,0.04,0,0,0
1938,Monster Rancher 3,PS2,2001,Simulation,Tecmo Koei,0.11,0.09,0.14,0.03
1939,Crash Boom Bang!,DS,2006,Misc,Vivendi Games,0.07,0.01,0,0.01
1940,Black Cat,PS2,2006,Action,Capcom,0,0,0.01,0
1941,Buster Bros. Collection,PS,1997,Puzzle,Capcom,0.04,0.03,0,0
1942,WWF SmackDown! Just Bring It,PS2,2001,Fighting,THQ,1.19,1.15,0.04,0.41
1943,Princess Maker 2,SAT,1995,Simulation,Micro Cabin,0,0,0.08,0
1944,Island Xtreme Stunts,PS2,2002,Action,Electronic Arts,0.04,0.03,0,0.01
1945,Medal of Honor: Infiltrator,GBA,2003,Shooter,Electronic Arts,0.11,0.04,0,0
